Provincia,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
MISIONES,Dos Arroyos,233,NO,NO,NO,SI,NO,NO,SI,NO,SI,-27.694171423305,-55.2587801693628
MISIONES,Gobernador López,1010,NO,NO,NO,NO,NO,NO,SI,NO,SI,-27.6615245708492,-55.2124455595203
MISIONES,Leandro N. Alem,23339,SI,SI,NO,SI,NO,NO,SI,SI,SI,-27.601867604082,-55.3264659218849
MISIONES,Olegario V. Andrade,441,NO,NO,NO,NO,NO,SI,NO,NO,NO,-27.5658220357689,-55.5017254277441
MISIONES,Villa Libertad (Municipio Caá Yarí),90,NO,NO,NO,NO,NO,NO,NO,NO,NO,-27.5583422242545,-55.3160862221368
MISIONES,Villa Libertad (Municipio Leandro N. Alem),918,NO,SI,NO,NO,NO,NO,NO,NO,NO,-27.5583422242545,-55.3160862221368
MISIONES,Capioví,3495,SI,SI,NO,NO,SI,SI,SI,SI,SI,-26.9292033223206,-55.0569367980451
MISIONES,Capioviciño,501,NO,NO,NO,NO,NO,NO,NO,NO,NO,-26.8795016704132,-55.0705133852003
CORRIENTES,Curuzú Cuatiá,34470,SI,NO,NO,SI,SI,SI,SI,SI,SI,-29.7915233554051,-58.049945341682
CORRIENTES,Perugorría,3043,NO,NO,NO,NO,SI,SI,SI,NO,SI,-29.3404796154785,-58.6080890462901
CORRIENTES,El Sombrero,707,SI,NO,NO,NO,SI,SI,SI,NO,SI,-27.7035440870919,-58.7686060583955
CORRIENTES,Empedrado,9258,SI,SI,NO,NO,SI,SI,SI,SI,SI,-27.9524556932224,-58.8074763893306
CORRIENTES,Esquina,19081,SI,NO,NO,SI,SI,NO,SI,SI,SI,-30.0159284150174,-59.5309812132883
CORRIENTES,Pueblo Libertador,932,NO,NO,NO,NO,SI,NO,NO,NO,SI,-30.2195813152624,-59.3906028568407
CORRIENTES,Alvear,6732,SI,NO,NO,NO,SI,NO,SI,SI,SI,-29.0985990956679,-56.5521631297617
CORRIENTES,Estación Torrent,116,NO,NO,NO,NO,NO,NO,NO,NO,SI,-28.8266239157245,-56.469525963544
CORRIENTES,Itá Ibaté,3772,SI,SI,NO,NO,SI,SI,SI,SI,SI,-27.4250661277127,-57.3376993601456
CORRIENTES,Lomas de Vallejos,358,NO,NO,NO,NO,SI,NO,NO,NO,SI,-27.7329656323888,-57.9193852921423
CORRIENTES,Nuestra Señora del Rosario de Caá Catí,4738,NO,SI,NO,NO,NO,SI,SI,SI,SI,-27.751995828158,-57.6225136238666
CORRIENTES,Palmar Grande,536,NO,NO,NO,NO,SI,SI,NO,NO,NO,-27.9407694115665,-57.9009156630285
CABA,VILLA GENERAL MITRE,34713,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.6100289507588,-58.4689425541216
CHUBUT,Gaiman,4730,SI,NO,SI,SI,SI,NO,SI,SI,SI,-43.288807480447,-65.4924135000744
CHUBUT,Blancuntre,82,NO,NO,NO,NO,SI,NO,NO,NO,NO,-42.5683892291525,-68.9190916237139
CHUBUT,El Escorial,89,NO,NO,NO,NO,SI,NO,NO,NO,NO,-43.098070041959,-68.5596033354947
CHUBUT,Gastre,602,NO,NO,NO,NO,NO,SI,SI,NO,SI,-42.2656204565429,-69.2210978977662
CHUBUT,Lagunita Salada,129,NO,NO,NO,NO,SI,SI,NO,NO,NO,-42.7167792838299,-69.1884723935703
CHUBUT,Yala Laubat,37,NO,NO,NO,NO,SI,NO,NO,NO,NO,-42.7671354457615,-68.875421794475
CHUBUT,Aldea Epulef,247,NO,NO,NO,NO,SI,SI,NO,NO,NO,-43.2341165952859,-69.7112937770404
CHUBUT,Carrenleufú,317,NO,NO,NO,NO,SI,NO,SI,NO,NO,-43.5856885437306,-71.7009020245021
CHUBUT,Colan Conhue,262,NO,NO,NO,NO,SI,SI,SI,NO,NO,-43.2425977048335,-69.9302181856069
CHUBUT,Paso del Sapo,472,NO,NO,NO,NO,SI,SI,SI,NO,NO,-42.7371109950872,-69.6110020875554
CHUBUT,Tecka,1237,NO,NO,NO,NO,SI,NO,SI,NO,NO,-43.4935820815258,-70.8135608321009
CHUBUT,El Mirasol,57,NO,NO,NO,NO,SI,NO,NO,NO,NO,-43.2852932712541,-67.7603113819649
CHUBUT,Las Plumas,480,NO,NO,NO,NO,SI,NO,SI,NO,NO,-43.7223979636171,-67.2869956666141
CHUBUT,Cerro Cóndor,67,NO,SI,NO,NO,SI,NO,NO,NO,NO,-43.4233198653988,-69.1640923476749
CHUBUT,Los Altares,230,NO,NO,NO,NO,SI,NO,NO,NO,NO,-43.8711929981581,-68.4301168776514
CHUBUT,Paso de Indios,1264,NO,NO,NO,NO,SI,NO,SI,NO,SI,-43.8663054117658,-69.0448870902309
CHUBUT,Playa Magagna,76,NO,SI,NO,SI,NO,SI,NO,NO,NO,-43.3821208618862,-65.0449325683674
CHUBUT,Playa Unión,6775,SI,SI,SI,SI,NO,SI,SI,SI,SI,-43.3219408530217,-65.0475987350977
CHUBUT,Rawson,24616,SI,SI,SI,SI,SI,SI,SI,SI,SI,-43.3010516778945,-65.0955202340428
CHUBUT,Trelew,97915,SI,SI,SI,SI,SI,SI,SI,SI,SI,-43.2483538570309,-65.3103813319694
CHUBUT,Aldea Apeleg,126,NO,NO,NO,NO,SI,SI,NO,NO,NO,-44.7052521139583,-70.8460010136593
CHUBUT,Aldea Beleiro,176,NO,NO,NO,NO,SI,NO,SI,NO,NO,-45.5614644681207,-71.5181726162484
CHUBUT,Alto Río Senguer,1570,NO,NO,SI,NO,SI,SI,SI,NO,SI,-45.0476417520383,-70.8227552077123
MISIONES,San Javier,9058,NO,SI,NO,SI,SI,NO,SI,SI,SI,-27.8653231566702,-55.1348376530446
MISIONES,Cruce Caballero,408,NO,NO,NO,SI,NO,NO,NO,NO,NO,-26.5379470287742,-53.9437324956095
MISIONES,Paraíso,975,NO,NO,NO,SI,NO,SI,NO,NO,NO,-26.6835663891035,-54.2050107484876
MISIONES,Piñalito Sur,107,NO,NO,NO,SI,NO,SI,NO,NO,NO,-26.4160781340411,-53.8369134466205
MISIONES,San Pedro,10397,NO,SI,NO,SI,NO,SI,SI,SI,SI,-26.6197903071037,-54.1146818942839
MISIONES,Tobuna,350,NO,NO,NO,SI,NO,SI,NO,NO,SI,-26.4664417575785,-53.8919888142393
NEUQUEN,Aluminé,4591,NO,SI,NO,NO,SI,SI,SI,NO,SI,-39.2395006622098,-70.9180131491474
NEUQUEN,Moquehue,270,NO,NO,NO,NO,NO,SI,NO,NO,NO,-38.9431841513779,-71.3282934446594
NEUQUEN,Villa Pehuenia,700,SI,NO,NO,NO,SI,SI,SI,NO,SI,-38.88385673767,-71.1721341418285
NEUQUEN,Aguada San Roque,135,NO,NO,NO,NO,NO,NO,NO,SI,SI,-37.9994791767967,-68.9231103975687
NEUQUEN,Añelo,2449,NO,SI,NO,SI,SI,SI,SI,SI,SI,-38.3514440221419,-68.7919715586172
NEUQUEN,San Patricio del Chañar,6474,NO,SI,NO,SI,SI,SI,SI,SI,SI,-38.6257824069657,-68.2986456816821
NEUQUEN,Las Coloradas,873,NO,NO,SI,NO,SI,SI,SI,NO,NO,-39.5578638822685,-70.5932894653763
SANTIAGO DEL ESTERO,San Pedro,250,NO,NO,NO,NO,NO,SI,NO,NO,NO,-27.9550739860833,-64.1078997635937
BUENOS AIRES,Tedín Uriburu,157,NO,NO,NO,NO,NO,NO,NO,SI,SI,-37.3683686253208,-59.7630391604187
BUENOS AIRES,Villa Cacique (Est. Alfredo Fortabat),2689,NO,NO,NO,SI,SI,SI,NO,SI,SI,-37.6704778893557,-59.4003533386514
BUENOS AIRES,Berazategui,100855,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.7597493264937,-58.2019645234278
BUENOS AIRES,Berazategui Oeste,87792,SI,SI,NO,SI,NO,NO,SI,SI,SI,-34.7804201858899,-58.2415010261207
BUENOS AIRES,Carlos Tomás Sourigues,11695,SI,SI,NO,SI,NO,NO,SI,SI,SI,-34.8021192214631,-58.2188212494897
BUENOS AIRES,Centro Agrícola El Pato,7847,SI,SI,NO,SI,NO,SI,SI,SI,SI,-34.9067557072114,-58.1966995021239
BUENOS AIRES,Guillermo E. Hudson,49458,SI,SI,SI,SI,NO,NO,SI,SI,SI,-34.7897594857633,-58.1439692638183
BUENOS AIRES,Juan María Gutierrez,14868,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.8348420760566,-58.1819061125702
CHUBUT,Lago Blanco,194,NO,NO,NO,NO,SI,NO,SI,NO,NO,-45.9468594190828,-71.2641106643113
BUENOS AIRES,Mar de Ajó - San Bernardo,28466,SI,SI,SI,SI,NO,SI,SI,SI,SI,-36.6874110140403,-56.6841400639982
BUENOS AIRES,San Clemente del Tuyú,12126,SI,SI,SI,SI,NO,SI,SI,SI,SI,-36.3532388310754,-56.723944139417
BUENOS AIRES,Santa Teresita - Mar del Tuyú,23581,SI,SI,SI,SI,NO,SI,SI,SI,SI,-36.5409111808415,-56.705867443875
BUENOS AIRES,20 De Junio,1171,SI,SI,SI,NO,NO,NO,SI,SI,SI,-34.7855336508384,-58.7171850019077
BUENOS AIRES,Aldo Bonzi,18965,SI,SI,NO,NO,NO,NO,SI,SI,SI,-34.7141728890679,-58.5089043765674
BUENOS AIRES,Ciudad Evita,97087,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.7245358500775,-58.5370063768546
BUENOS AIRES,Gonzalez Catán,233988,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.7724652485211,-58.6404861634561
RIO NEGRO,Bahía Creek,5,NO,NO,NO,NO,NO,NO,NO,NO,NO,-41.0954235915941,-63.9092240856567
RIO NEGRO,El Cóndor,746,NO,NO,NO,NO,NO,SI,SI,SI,SI,-41.043074401021,-62.8212339732456
RIO NEGRO,El Juncal,83,NO,NO,NO,NO,NO,NO,NO,NO,NO,-40.8040464324129,-63.119258465235
BUENOS AIRES,Ramallo,13319,SI,SI,NO,SI,SI,SI,SI,SI,SI,-33.4877021169888,-60.0072209741607
BUENOS AIRES,Villa General Savio (Est. Sánchez),1511,NO,NO,NO,NO,NO,NO,NO,SI,SI,-33.4352672179447,-60.1451316522293
BUENOS AIRES,Villa Ramallo,11280,SI,SI,NO,NO,NO,NO,SI,SI,SI,-33.502293213764,-60.0650138035308
BUENOS AIRES,Rauch,12705,SI,NO,SI,SI,SI,SI,SI,SI,SI,-36.7755035485732,-59.0871114029954
BUENOS AIRES,América,11685,SI,SI,NO,SI,SI,SI,SI,SI,SI,-35.4903412429492,-62.9763759840765
BUENOS AIRES,Fortín Olavarría,1086,NO,NO,NO,NO,NO,SI,NO,SI,SI,-35.7048848499519,-63.0230332752501
BUENOS AIRES,González Moreno,1610,NO,NO,NO,NO,NO,SI,NO,SI,SI,-35.5576529256075,-63.3815800402317
BUENOS AIRES,Mira Pampa,40,NO,NO,NO,NO,NO,NO,NO,NO,NO,-35.8703867348478,-63.3742010687724
BUENOS AIRES,Roosevelt,239,NO,NO,NO,NO,NO,NO,SI,NO,NO,-35.8466320155134,-63.2898118317476
BUENOS AIRES,San Mauricio,18,NO,NO,NO,NO,NO,NO,NO,NO,NO,-35.5118022821456,-63.1882154861262
BUENOS AIRES,Sansinena,522,NO,NO,NO,NO,NO,SI,SI,NO,SI,-35.2750295400617,-63.2135436741919
BUENOS AIRES,Sundblad,63,NO,NO,NO,NO,NO,NO,NO,NO,NO,-35.7656416636683,-63.1386100973601
BUENOS AIRES,Barrio Las Margaritas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.1932374145653,-60.6820264999894
BUENOS AIRES,La Beba,37,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.1555633544922,-61.0121421813965
SANTIAGO DEL ESTERO,Santa María,338,NO,NO,NO,NO,NO,SI,NO,NO,NO,-27.9635432986366,-64.1529363950511
BUENOS AIRES,Pereyra,1291,SI,SI,SI,NO,NO,NO,SI,NO,SI,-34.8471945391094,-58.1392765205344
BUENOS AIRES,Plátanos,17961,SI,SI,NO,SI,NO,NO,NO,SI,SI,-34.7674201820877,-58.1652686003148
BUENOS AIRES,Ranelagh,17183,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.7941468501172,-58.1989815634425
BUENOS AIRES,Villa España,15205,SI,SI,NO,SI,NO,NO,SI,SI,SI,-34.776063416904,-58.2002532983623
BUENOS AIRES,Barrio Banco Provincia,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,-34.8752589900973,-57.8550856662877
BUENOS AIRES,Barrio El Carmen (Este),0,NO,NO,NO,SI,NO,SI,NO,SI,SI,-34.9293102150655,-57.8853552505795
BUENOS AIRES,Barrio Universitario,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,-34.9027528834433,-57.9270884333304
BUENOS AIRES,Berisso,87698,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.8746353679645,-57.8947472316799
BUENOS AIRES,Los Talas,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.9190209219847,-57.7909954962894
BUENOS AIRES,Villa Arguello,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,-34.9053981881099,-57.9180815078165
BUENOS AIRES,Villa Dolores,0,NO,NO,NO,NO,NO,NO,NO,SI,SI,-34.8802085383888,-57.8663036732616
BUENOS AIRES,Villa Independencia,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.8829519743895,-57.8614892695719
BUENOS AIRES,Villa Nueva,0,NO,NO,NO,SI,NO,SI,NO,SI,SI,-34.8957079362353,-57.9108816644737
BUENOS AIRES,Villa Porteña,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.891043310448,-57.8963773978494
BUENOS AIRES,Villa Progreso,0,NO,NO,NO,SI,NO,SI,NO,NO,NO,-34.9308766123633,-57.8468799885622
BUENOS AIRES,Gregorio De Laferrere,248439,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.7468379962284,-58.5925328858169
BUENOS AIRES,Isidro Casanova,192465,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.7184291570686,-58.577751528605
BUENOS AIRES,La Tablada,113689,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.6870536689657,-58.5256123986254
BUENOS AIRES,Lomas Del Mirador,74065,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.6656949723622,-58.5331553311677
BUENOS AIRES,Rafael Castillo,147069,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.7132054583486,-58.6258365121679
BUENOS AIRES,Ramos Mejía,139369,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.6523081823718,-58.5592114732944
CORDOBA,Casa Bamba,111,NO,NO,NO,NO,NO,NO,NO,SI,NO,-31.3429017095306,-64.3992718801553
CORDOBA,Ciudad De Los Niños,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.2957196524063,-64.1768685276575
BUENOS AIRES,Las Carabelas,1107,NO,NO,NO,SI,SI,SI,SI,NO,SI,-34.0381002651925,-60.8685264174218
BUENOS AIRES,Los Indios,66,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.3735696107802,-60.6523710265627
BUENOS AIRES,Rafael Obligado,901,NO,NO,NO,NO,NO,SI,NO,NO,SI,-34.3588132488617,-60.7845693256007
BUENOS AIRES,Roberto Cano,23,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.0861129760742,-60.6667747497559
BUENOS AIRES,Rojas,19766,SI,SI,SI,SI,NO,SI,SI,SI,SI,-34.1961600446015,-60.7332636467146
BUENOS AIRES,Sol de Mayo,20,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.2689448512236,-60.8717773420981
BUENOS AIRES,Villa Manuel Pomar,52,NO,NO,NO,NO,NO,NO,NO,NO,NO,-33.9159508805463,-60.9379380238883
BUENOS AIRES,Villa Parque Cecir,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.1707175989305,-60.7438336816558
BUENOS AIRES,Carlos Beguerie,399,NO,NO,NO,NO,NO,SI,SI,NO,NO,-35.4854690457283,-59.1017155978911
BUENOS AIRES,Roque Pérez,10358,SI,SI,SI,NO,NO,SI,SI,SI,SI,-35.4016375824204,-59.3346857845207
BUENOS AIRES,Arroyo Corto,514,NO,NO,NO,SI,NO,SI,SI,NO,NO,-37.512917973477,-62.3116837747426
BUENOS AIRES,Colonia San Martín,92,NO,NO,NO,NO,NO,NO,NO,NO,NO,-37.9769152091143,-62.3326095560459
BUENOS AIRES,Dufaur,182,NO,NO,NO,NO,NO,NO,SI,NO,NO,-37.9428223013646,-62.284864272698
BUENOS AIRES,Espartillar,785,NO,NO,NO,SI,NO,SI,SI,NO,SI,-37.3604343942367,-62.4297386825705
BUENOS AIRES,Goyena,516,NO,NO,NO,SI,NO,NO,NO,NO,NO,-37.7192518502325,-62.6071296330023
CABA,BOCA,45113,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.6310700719721,-58.3568304109892
CORDOBA,La Cruz,1363,SI,NO,NO,NO,NO,SI,SI,SI,SI,-32.3034055718452,-64.4831089740345
CORDOBA,La Cumbrecita,549,NO,NO,NO,NO,NO,SI,NO,SI,SI,-31.8969643877578,-64.7751589433589
CORDOBA,Las Bajadas,141,NO,NO,NO,NO,NO,SI,NO,NO,SI,-32.0954063583092,-64.3310535546374
CORDOBA,Las Caleras,192,NO,NO,NO,NO,NO,SI,SI,NO,NO,-32.3893612457104,-64.5185923418535
CORDOBA,Los Cóndores,2879,SI,NO,NO,NO,SI,SI,SI,SI,SI,-32.3211277679392,-64.2810080327514
CORDOBA,Los Molinos,260,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.8568223164309,-64.3779521586489
CABA,VILLA SANTA RITA,33325,SI,SI,SI,SI,SI,SI,SI,SI,SI,-34.6161936201559,-58.4829573518477
CORDOBA,Colonia Caroya,16168,SI,SI,NO,SI,NO,SI,SI,SI,SI,-31.0172322466264,-64.066728610829
CORDOBA,Colonia Tirolesa,1293,NO,NO,NO,NO,NO,NO,SI,SI,SI,-31.2357859283773,-64.0672541009397
CORDOBA,Colonia Vicente Agüero,123,NO,NO,NO,NO,NO,NO,SI,NO,NO,-31.0277849308523,-64.019045653731
CORDOBA,Corral Quemado,52,NO,NO,NO,NO,NO,NO,NO,NO,NO,-30.9890353478112,-64.3778448899044
CORDOBA,Country Chacras de la Villa - Country San Isidro,2178,NO,NO,NO,NO,NO,NO,NO,SI,SI,-31.3015080091569,-64.2382229714889
CORDOBA,Dumesnil,0,NO,NO,NO,SI,NO,NO,NO,NO,SI,-31.3321162961153,-64.3336598560636
CORDOBA,El Diquecito,0,NO,NO,NO,NO,NO,NO,NO,NO,SI,-31.3589143636745,-64.3650932467319
RIO NEGRO,Barrio Costa Oeste,834,NO,NO,NO,NO,NO,NO,NO,SI,SI,-39.0280740237159,-67.8406950461568
CORDOBA,Los Reartes,1192,SI,NO,NO,NO,SI,SI,SI,SI,SI,-31.919856077953,-64.5755037073336
CORDOBA,Lutti,20,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.2989441032587,-64.7254379234594
CORDOBA,Monte Ralo,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-31.916666666667,-64.238888888889
CORDOBA,Parque Calmayo,44,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.0237443074993,-64.4641636844138
CORDOBA,Río de los Sauces,1001,NO,NO,NO,NO,NO,SI,SI,SI,SI,-32.5265595269976,-64.5869530802431
CORDOBA,San Agustín,3317,SI,NO,NO,SI,NO,SI,SI,SI,SI,-31.9763155149128,-64.3733067164283
CORDOBA,San Ignacio (Loteo San Javier),140,NO,NO,NO,NO,NO,SI,SI,NO,NO,-32.1667856733263,-64.5163972060979
CORDOBA,San Ignacio (Loteo Vélez Crespo),0,NO,NO,NO,NO,NO,SI,NO,SI,SI,-32.165,-64.516944444444
CORDOBA,Santa Monica,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-32.0665951444652,-64.5791018557419
CORDOBA,Santa Rosa de Calamuchita,12395,SI,SI,NO,SI,NO,SI,SI,SI,SI,-32.0700578177618,-64.537633731877
CORDOBA,Segunda Usina,118,NO,NO,NO,NO,NO,SI,NO,NO,NO,-32.1650425977053,-64.3784225873001
CORDOBA,Solar de los Molinos,127,NO,NO,NO,NO,NO,NO,SI,NO,NO,-31.8262216703829,-64.5197802668561
CORDOBA,Villa Alpina,154,NO,NO,NO,NO,NO,SI,NO,NO,NO,-31.9532611007669,-64.8132541353652
CORDOBA,Villa Amancay,426,NO,NO,NO,NO,NO,SI,SI,SI,SI,-32.1863928332037,-64.570452981186
CORDOBA,Villa Berna,135,SI,NO,NO,NO,NO,SI,SI,NO,SI,-31.9052382568315,-64.7428823583405
CORDOBA,Villa Ciudad Parque Los Reartes,0,NO,SI,NO,NO,NO,NO,NO,NO,SI,-31.9091576117526,-64.5456887371347
CORDOBA,Pincén,254,NO,NO,NO,NO,NO,NO,SI,NO,NO,-34.8379291437488,-63.9155804696192
CORDOBA,Charras,1088,NO,NO,NO,SI,NO,SI,SI,SI,SI,-33.0241677315378,-64.0458262411649
CORDOBA,El Rastreador,85,NO,NO,NO,NO,NO,NO,SI,NO,NO,-33.6644787319553,-63.5392368036406
CORDOBA,General Cabrera,11734,SI,NO,NO,NO,NO,NO,SI,SI,SI,-32.8118910840567,-63.8736965709556
CORDOBA,General Deheza,11061,SI,SI,NO,SI,NO,NO,SI,SI,SI,-32.7549291159098,-63.7850383518255
CORDOBA,Huanchillas,1131,NO,NO,NO,SI,NO,NO,SI,NO,SI,-33.6655227252595,-63.6372618363763
CORDOBA,La Carlota,12537,SI,NO,NO,NO,NO,NO,SI,SI,SI,-33.4201679372505,-63.2969802619056
CORDOBA,Los Cisnes,559,SI,SI,NO,NO,NO,NO,SI,NO,SI,-33.400060095449,-63.4716515559202
CORDOBA,Olaeta,619,NO,SI,NO,NO,NO,NO,SI,NO,SI,-33.0434821211836,-63.9085957407616
CORDOBA,Pacheco de Melo,60,NO,NO,NO,NO,NO,NO,NO,NO,NO,-33.7600575092431,-63.4898589767857
CORDOBA,Paso del Durazno,12,NO,NO,NO,NO,NO,NO,NO,NO,NO,-33.1704554487519,-64.0478670082552
CORDOBA,Santa Eufemia,2401,NO,SI,NO,NO,SI,SI,SI,SI,SI,-33.1767529632621,-63.2820358699256
CORDOBA,Ucacha,5136,SI,SI,NO,SI,NO,SI,SI,SI,SI,-33.0334392795817,-63.5082571588932
CORDOBA,Villa Reducción,1732,NO,NO,NO,NO,NO,SI,SI,SI,SI,-33.2014556304775,-63.8622207209792
CORDOBA,Ranqueles,46,NO,NO,NO,NO,NO,NO,NO,NO,NO,-34.8436937843761,-64.0987740916452
CORDOBA,Santa Magdalena (Est. Jovita),4740,NO,SI,NO,SI,NO,SI,SI,SI,SI,-34.514736598064,-63.941510935076
CORDOBA,Villa Huidobro,5656,NO,SI,SI,SI,SI,SI,SI,SI,SI,-34.8371817717375,-64.5833571665395
CORDOBA,Villa Sarmiento,373,NO,NO,NO,NO,NO,NO,NO,NO,SI,-34.1216195744231,-64.7240499364674
CORDOBA,Villa Valeria,2978,SI,NO,NO,NO,SI,SI,SI,SI,SI,-34.3408530354994,-64.917844943457
CORDOBA,Arroyo Algodón,677,NO,NO,NO,SI,NO,NO,NO,SI,SI,-32.2019665986816,-63.1627861860009
CORDOBA,Arroyo Cabral,2654,SI,SI,NO,SI,SI,SI,SI,SI,SI,-32.4889824965456,-63.4014794487713
CORDOBA,Ausonia,1046,NO,NO,NO,SI,NO,NO,SI,SI,SI,-32.6613825801545,-63.2447973807791
CORDOBA,Chazón,1061,NO,SI,NO,NO,NO,NO,SI,SI,SI,-33.0772598274988,-63.275435286184
CORDOBA,Etruria,4070,SI,NO,NO,NO,SI,NO,SI,SI,SI,-32.9405157092885,-63.2472565147
CORDOBA,La Laguna,1482,SI,NO,NO,NO,NO,NO,SI,SI,SI,-32.8014149822474,-63.2440045658431
CORDOBA,La Palestina,502,NO,NO,NO,NO,NO,NO,SI,NO,SI,-32.6155884790714,-63.4092352057166
CORDOBA,La Playosa,2672,SI,NO,NO,NO,SI,SI,NO,SI,SI,-32.099694860079,-63.0325289648087
CORRIENTES,Colonia Carolina,420,NO,NO,NO,NO,SI,SI,SI,SI,SI,-29.1457706796124,-59.1820838282047
CORRIENTES,Goya,71606,SI,SI,NO,NO,SI,SI,SI,SI,SI,-29.1413439330685,-59.2605311638707
CORRIENTES,Itatí,6562,SI,NO,NO,NO,SI,SI,SI,SI,SI,-27.2693038533077,-58.2434782721969
CORRIENTES,Ramada Paso,556,NO,NO,NO,NO,NO,SI,NO,NO,SI,-27.3659289314983,-58.3003087514316
CORRIENTES,Colonia Liebig's,2429,NO,SI,NO,NO,SI,SI,SI,SI,SI,-27.9156591543749,-55.8233285990026
CORRIENTES,Ituzaingó,19575,SI,NO,NO,NO,SI,NO,SI,SI,SI,-27.5910429413741,-56.7039739448011
CORRIENTES,San Antonio,1049,NO,NO,NO,NO,NO,NO,NO,SI,SI,-27.5073854602181,-56.7411670700869
CORRIENTES,San Carlos,2454,NO,NO,NO,NO,NO,NO,SI,SI,SI,-27.745785086345,-55.9000479407003
CORRIENTES,Villa Olivari,1276,NO,NO,NO,NO,SI,SI,NO,SI,SI,-27.6329473311043,-56.9062014827101
CORRIENTES,Cruz de los Milagros,143,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.8357350715385,-59.0068578339405
CORRIENTES,Gobernador Juan E. Martínez,1831,NO,NO,NO,SI,SI,SI,SI,NO,SI,-28.9108688742576,-58.9359577546112
CORRIENTES,Lavalle,2990,NO,NO,NO,NO,SI,NO,SI,SI,SI,-29.0249812495642,-59.1818570100087
CORRIENTES,Santa Lucía,11589,SI,NO,NO,SI,SI,SI,SI,SI,SI,-28.9847966992846,-59.1017576429994
CORRIENTES,Villa Córdoba,586,NO,NO,NO,NO,NO,NO,NO,NO,NO,-28.9940335487267,-59.0774380130144
CORRIENTES,Yatayti Calle,539,NO,NO,NO,NO,NO,NO,NO,NO,SI,-29.0295902166451,-58.9097321884449
CORRIENTES,Mburucuyá,6972,NO,NO,NO,NO,SI,SI,SI,NO,SI,-28.0460572855636,-58.224984006822
CORRIENTES,Felipe Yofré,1435,NO,NO,NO,NO,SI,NO,SI,NO,SI,-29.105919764542,-58.3424746747141
CORRIENTES,Mariano I. Loza (Est. Justino Solari),1843,NO,NO,NO,NO,SI,SI,SI,NO,SI,-29.3763665588886,-58.1960231004583
CORRIENTES,Mercedes,33551,SI,SI,NO,SI,SI,SI,SI,SI,SI,-29.1833885579996,-58.0742364424806
CORRIENTES,Colonia Libertad,620,NO,NO,NO,NO,NO,SI,NO,NO,SI,-30.0439760349315,-57.8235193980386
CORRIENTES,Estación Libertad,212,NO,NO,NO,NO,NO,SI,NO,NO,SI,-30.0125285200771,-57.8591295180443
CORRIENTES,Juan Pujol,1349,NO,NO,NO,NO,SI,SI,SI,NO,SI,-30.4178964519869,-57.8560694385919
CORRIENTES,Mocoretá,5974,SI,SI,NO,NO,SI,NO,SI,SI,SI,-30.6176804049267,-57.9628254585589
CORRIENTES,Monte Caseros,23470,SI,NO,NO,SI,SI,SI,SI,SI,SI,-30.2515527236356,-57.6388140007913
CORRIENTES,Parada Acuña,159,NO,NO,NO,NO,NO,SI,NO,NO,NO,-29.9084817138799,-57.9581770148793
CORRIENTES,Parada Labougle,492,NO,NO,NO,NO,NO,SI,NO,NO,NO,-30.3190400199696,-57.7289868202181
CORRIENTES,Bonpland,1029,NO,NO,NO,NO,NO,SI,NO,NO,SI,-29.8203735190576,-57.4296479379825
CORRIENTES,Parada Pucheta,328,NO,NO,NO,NO,NO,SI,NO,NO,SI,-29.9053454011034,-57.5743693513377
